date,meantemp,humidity,wind_speed,meanpressure
2014-08-09,29.235294117647054,80.47058823529412,6.652941176470588,1001.6470588235294
2014-08-10,28.5,89.90625,5.2250000000000005,1002.15625
2014-08-11,31.125,72.125,3.0124999999999997,999.875
2014-08-12,32.125,57.5,8.3375,998.75
2014-08-13,32.125,57.714285714285715,20.825,998.25
2014-08-14,30.375,57.5,18.5125,997.375
2014-08-15,31.125,54.875,14.5875,998.875
2014-08-16,30.428571428571427,59.857142857142854,8.35,1002.5
2014-08-17,31.375,53.875,7.1875,1003.25
2014-08-18,31.875,56.625,5.5625,1005.375
2014-08-19,33.0,52.42857142857143,6.885714285714286,1004.8571428571428
2014-08-20,33.25,,8.7875,1002.375
2014-08-21,32.5,43.0,10.8875,1001.25
2014-08-22,33.0,47.125,8.5625,1002.8571428571428
2014-08-23,33.125,45.75,9.2625,1003.25
2014-08-24,33.125,46.25,11.35,1002.875
2014-08-25,33.875,46.625,7.874999999999999,1002.375
2014-08-26,34.125,40.25,9.9625,1001.375
2014-08-27,33.857142857142854,44.714285714285715,8.112499999999999,1001.125
2014-08-28,29.625,67.75,6.7250000000000005,1003.75
2014-08-29,30.375,69.25,3.7,1003.5
2014-08-30,28.625,78.125,4.1625,1002.625
2014-08-31,27.625,86.125,4.4125,1001.25
2014-09-01,29.428571428571427,65.85714285714286,15.5125,1001.125
2014-09-02,29.25,71.0,10.425,1001.875
2014-09-03,28.625,77.875,15.0375,1001.4285714285714
2014-09-04,27.875,80.75,9.275,1000.375
2014-09-05,26.5,85.75,8.337499999999999,1000.1428571428572
2014-09-06,28.5,76.875,2.0875,1002.375
2014-09-08,31.25,66.375,3.475,1003.125
2014-09-09,31.0,70.125,1.85,1002.375
2014-09-10,28.75,77.5,4.875,1003.25
2014-09-11,26.571428571428573,85.71428571428571,17.825,1005.5714285714286
2014-09-12,28.5,73.0,1.625,1005.125
2014-09-13,29.375,68.25,4.1625,1004.0
2014-09-14,29.125,65.5,6.712500000000001,1004.25
2014-09-15,29.625,63.125,6.7125,1004.25
2014-09-16,30.625,65.125,6.25,1002.25
2014-09-17,30.625,61.875,7.4,
2014-09-18,30.5,62.375,6.7125,1003.875
2014-09-19,31.0,56.625,4.175000000000001,1003.5
2014-09-20,31.125,55.75,4.3999999999999995,1002.875
2014-09-21,30.5,54.875,5.5625,1003.625
2014-09-22,30.625,50.0,13.437499999999998,1004.5
2014-09-23,31.0,47.0,30.685714285714283,1004.2857142857144
2014-09-24,29.625,53.0,8.1,1006.25
2014-09-25,30.0,52.5,9.725,1007.75
2014-09-26,30.0,52.5,5.7875,1008.125
2014-09-27,30.5,46.875,8.799999999999999,1009.25
2014-09-28,30.25,48.875,7.175,1009.625
2014-09-29,30.5,48.75,7.4125,1009.125
2014-09-30,30.625,50.125,6.712500000000001,1009.625
2014-10-01,30.428571428571427,52.857142857142854,3.1714285714285713,1010.4285714285714
2014-10-02,30.375,53.375,2.7875,1009.125
2014-10-03,30.5,52.625,1.85,1008.0
2014-10-04,31.0,53.5,0.0,1008.5
2014-10-05,30.625,56.125,0.0,1010.375
2014-10-06,30.625,56.75,0.0,1010.125
2014-10-07,31.0,59.375,1.1625,1008.375
2014-10-08,28.75,52.75,3.7125,1009.875
2014-10-09,27.625,49.875,3.2375,1010.125
2014-10-10,27.125,57.375,3.2375000000000003,1008.75
2014-10-11,25.714285714285715,57.142857142857146,6.9375,1008.25
2014-10-13,27.625,59.75,8.799999999999999,1009.875
2014-10-14,24.5,67.625,5.325000000000001,1010.875
2014-10-15,24.5,68.0,3.2625,1013.375
2014-10-16,23.0,58.875,4.862500000000001,1014.0
2014-10-17,25.0,47.666666666666664,25.0125,1013.625
2014-10-18,24.0,56.142857142857146,21.3,1012.875
2014-10-19,23.75,57.75,4.1625,1012.625
2014-10-20,24.75,55.625,4.4,1013.125
2014-10-21,25.625,56.125,2.0875,1014.625
2014-10-22,25.75,64.875,0.4625,1014.5
2014-10-23,25.25,66.0,0.925,1012.75
2014-10-24,25.5,67.5,1.85,1011.75
2014-10-25,25.25,67.125,0.925,1012.375
2014-10-26,25.125,65.5,2.0875000000000004,1014.875
2014-10-27,24.875,62.875,1.8625,1013.75
2014-10-28,25.125,64.75,2.5625,1012.0
2014-10-29,24.75,65.75,1.625,1012.125
2014-10-30,23.875,61.375,1.85,1014.5
2014-10-31,23.375,58.25,3.7125,1013.625
2014-11-01,22.5,50.875,5.325000000000001,1014.125
2014-11-02,22.875,49.125,7.1875,1014.5
2014-11-03,23.375,52.75,4.1625,1013.5
2014-11-04,23.625,56.625,3.9375,1012.125
2014-11-05,22.75,56.25,4.625,1012.375
2014-11-06,23.0,56.25,6.25,1011.625
2014-11-07,24.0,66.125,2.3125,1012.875
2014-11-08,23.875,66.25,1.625,1014.625
2014-11-09,24.125,56.375,4.1625,1015.125
2014-11-10,21.375,52.125,3.4750000000000005,1014.0
2014-11-11,19.25,55.125,2.325,1014.75
2014-11-12,19.625,52.0,2.3125,1015.875
2014-11-13,18.5,50.5,3.2375,1016.5
2014-11-14,18.375,43.0,7.4125,1016.375
2014-11-15,18.625,44.75,2.775,1014.875
2014-11-16,18.25,47.625,2.55,1015.375
2014-11-17,17.75,51.75,2.7750000000000004,1016.125
2014-11-18,17.625,53.0,2.0875,1017.875
2014-11-19,17.5,58.125,1.1625,1016.5
2014-11-20,20.375,54.625,3.0250000000000004,1013.375
2014-11-21,18.25,62.125,3.2375,1012.75
2014-11-22,19.875,58.875,1.625,1011.375
2014-11-23,17.125,57.375,1.3875,1014.625
2014-11-24,16.875,52.25,4.175000000000001,1016.0
2014-11-25,16.5,51.5,2.55,1014.875
2014-11-26,19.625,51.0,5.550000000000001,1009.875
2014-11-27,18.125,63.875,0.0,1011.75
2014-11-28,19.375,67.375,0.0,1012.5
2014-11-29,20.25,67.625,0.0,1012.375
2014-11-30,19.75,54.75,2.55,1014.0
2014-12-01,20.0,42.625,8.799999999999999,1013.75
2014-12-02,21.375,47.625,7.875000000000001,1012.75
2014-12-03,25.0,66.57142857142857,11.37142857142857,1007.0
2014-12-04,21.25,68.875,4.862500000000001,1010.375
2014-12-05,17.75,59.875,2.55,1017.125
2014-12-06,18.25,48.875,4.8625,1016.375
2014-12-07,17.25,48.375,4.862500000000001,1014.75
2014-12-08,17.0,49.875,2.775,1015.0
2014-12-09,15.285714285714286,67.57142857142857,0.0,1016.8571428571428
2014-12-10,21.5,65.5,4.8625,1010.5
2014-12-11,19.625,70.5,3.25,1011.625
2014-12-12,17.5,65.625,0.4625,1014.375
2014-12-13,16.0,71.875,8.8,1016.125
2014-12-14,16.875,86.625,3.95,1014.5
2014-12-15,16.625,75.75,2.325,1016.125
2014-12-16,17.75,72.375,7.425000000000001,1017.375
2014-12-17,12.875,72.125,6.4875,1020.25
2014-12-18,11.75,79.75,3.0124999999999997,1021.375
2014-12-19,11.75,81.75,0.4625,1022.125
2014-12-20,11.25,77.0,5.800000000000001,1018.75
2014-12-21,9.5,79.125,0.925,1018.0
2014-12-22,9.375,85.0,1.3875000000000002,1017.125
2014-12-23,9.625,78.625,1.625,1017.875
2014-12-24,9.875,83.0,3.4750000000000005,1021.25
2014-12-25,9.25,81.125,8.100000000000001,1020.125
2014-12-26,10.75,77.0,7.6375,1017.75
2014-12-27,10.375,69.0,2.775,1018.625
2014-12-28,9.0,86.0,0.7,1019.75
2014-12-29,11.125,72.625,1.3875,1017.25
2014-12-30,11.625,70.625,2.55,1014.625
2014-12-31,12.375,67.125,2.7875,1016.875
2015-01-01,14.75,72.0,0.925,1017.5
2015-01-02,14.875,96.625,3.0125,1017.875
2015-01-03,15.125,92.0,0.925,1017.375
2015-01-04,14.125,78.75,9.5125,1019.625
2015-01-05,14.0,69.375,15.05,1016.0
2015-01-06,12.0,79.875,4.3999999999999995,1015.5
2015-01-07,9.625,86.0,3.9375,1016.625
2015-01-08,10.0,87.875,3.4875,1019.125
2015-01-09,10.625,80.625,1.625,1020.125
2015-01-10,11.125,73.125,4.4125000000000005,1018.875
2015-01-11,11.0,80.75,4.8625,1019.125
2015-01-12,10.625,79.5,0.925,1019.5
2015-01-13,12.25,77.875,4.875,1017.125
2015-01-14,12.0,82.25,5.1000000000000005,1017.5
2015-01-15,12.375,79.125,0.925,1019.375
2015-01-16,13.0,78.125,4.6375,1019.25
2015-01-17,13.5,76.625,1.8625,1019.25
